,plate,well,fov,model,umap1,umap2
67,BR00117024,r06c06,06,real,10.90635,12.038627
68,BR00116995,r13c22,03,real,12.35336,6.3651447
69,BR00116995,r13c22,03,real,11.793936,7.81785
70,BR00116995,r13c22,03,real,10.931244,8.984252
71,BR00116995,r13c22,03,real,11.46683,2.6155562
72,BR00117013,r10c23,03,real,12.251499,2.1780932
73,BR00117013,r10c23,03,real,10.878672,6.995514
74,BR00117012,r10c14,04,real,12.695593,8.025678
75,BR00117012,r10c14,04,real,9.803961,6.7830434
76,BR00117026,r07c04,01,real,12.722171,3.0210536
77,BR00117026,r07c04,01,real,12.066463,9.446581
78,BR00117026,r13c17,02,real,12.3291445,6.270265
79,BR00117026,r13c17,02,real,12.2346525,9.365799
80,BR00117011,r04c22,03,real,10.502915,11.713945
81,BR00117011,r04c22,03,real,9.984564,5.8969145
82,BR00117012,r11c19,02,real,9.9680395,4.2947598
83,BR00117011,r12c06,09,real,11.850775,1.1891966
84,BR00117025,r13c23,04,real,13.921478,8.756287
85,BR00117011,r11c13,01,real,11.59713,5.3649697
86,BR00117026,r11c06,09,real,12.6217575,6.351254
87,BR00117026,r11c06,09,real,11.039446,8.326631
88,BR00117026,r11c06,09,real,13.017794,8.399293
89,BR00117026,r11c06,09,real,12.182104,5.2811055
90,BR00117013,r06c03,02,real,10.877527,-0.27043816
91,BR00117013,r06c03,02,real,11.542599,1.3500521
92,BR00117012,r11c16,01,real,13.38353,9.50385
93,BR00117012,r16c05,08,real,10.838635,3.1550534
94,BR00117012,r16c05,08,real,12.27412,4.269577
95,BR00117012,r16c05,08,real,13.919379,10.432195
96,BR00116995,r07c18,03,real,14.548234,9.076332
97,BR00117024,r01c09,02,real,12.163117,8.196745
98,BR00117026,r06c03,09,real,12.350593,9.444017
99,BR00117026,r06c03,09,real,13.839991,6.8274627
100,BR00117013,r03c12,09,real,10.687617,6.9431157
101,BR00117013,r03c12,09,real,12.4767475,2.4796948
102,BR00117013,r03c12,09,real,11.180616,-0.3986308
103,BR00117013,r06c01,05,real,13.6058235,8.697163
104,BR00117026,r07c09,05,real,11.573213,0.41429543
105,BR00117012,r04c15,01,real,13.628271,8.841087
106,BR00117012,r04c15,01,real,13.124369,9.529455
107,BR00117012,r04c15,01,real,13.361986,5.7444196
108,BR00117013,r13c23,05,real,13.056748,10.5245495
109,BR00117025,r12c02,03,real,10.803751,10.968712
110,BR00117025,r12c02,03,real,10.008831,8.613812
111,BR00117025,r12c02,03,real,10.696231,7.6411457
112,BR00117012,r09c10,06,real,10.454593,3.2391615
113,BR00117026,r02c03,08,real,11.067874,7.1842213
114,BR00117026,r06c03,07,real,14.310697,7.000322
115,BR00117025,r08c17,07,real,10.17578,5.7787976
116,BR00117012,r03c21,01,real,10.622725,3.189823
117,BR00117025,r15c18,03,real,14.243759,10.033607
118,BR00117025,r15c18,03,real,13.554098,5.6574636
119,BR00117010,r07c18,07,real,12.671501,9.249359
120,BR00117026,r14c22,08,real,13.517167,6.2039604
121,BR00117026,r14c22,08,real,10.92837,4.278424
122,BR00117013,r04c15,03,real,13.095321,6.032891
123,BR00117013,r04c15,03,real,11.376075,0.8717922
124,BR00117024,r07c09,07,real,11.262041,-0.38952422
125,BR00117024,r07c09,07,real,9.612897,8.512368
126,BR00117013,r14c08,07,real,14.109244,9.478696
127,BR00117013,r14c08,07,real,12.143046,7.000222
128,BR00117024,r09c02,09,real,11.318959,8.493783
129,BR00117024,r09c02,09,real,9.435658,8.549306
130,BR00117010,r02c03,01,real,12.633821,11.244897
131,BR00117010,r07c10,05,real,13.65187,10.382801
132,BR00117011,r12c02,01,real,10.181702,7.5371437
133,BR00117026,r01c02,06,real,11.321535,11.724851
134,BR00117026,r01c02,06,real,12.376894,6.695769
135,BR00117026,r01c02,06,real,12.072365,8.703793
136,BR00117025,r06c06,05,real,12.288546,6.494263
137,BR00117013,r06c06,06,real,14.539803,8.991278
138,BR00117013,r06c06,06,real,13.766115,10.213134
139,BR00117013,r06c06,06,real,12.481075,2.7569299
140,BR00117013,r06c06,06,real,12.50811,8.534157
141,BR00117010,r14c22,01,real,10.7293215,10.807332
142,BR00117010,r14c22,01,real,11.977626,10.152995
143,BR00116995,r03c21,04,real,14.082697,8.7152405
144,BR00117025,r07c18,07,real,13.218708,7.886457
145,BR00117025,r07c18,07,real,11.97779,6.7417083
146,BR00117025,r07c18,07,real,11.59506,10.885458
147,BR00117024,r04c22,05,real,10.064806,10.537703
148,BR00117011,r07c18,06,real,12.444824,4.9491973
149,BR00117011,r07c18,06,real,14.127422,10.283927
150,BR00117012,r06c06,08,real,13.971837,6.234421
151,BR00117012,r06c06,08,real,12.778373,3.079329
152,BR00116995,r05c14,01,real,11.519392,10.203634
153,BR00117025,r13c04,02,real,12.946811,7.6626844
154,BR00117025,r02c14,01,real,12.441352,7.854655
155,BR00116995,r06c06,08,real,11.5008135,0.4885097
156,BR00116995,r06c06,08,real,11.104081,-0.42627916
157,BR00117024,r05c14,04,real,11.8260355,2.8687582
158,BR00117024,r05c14,04,real,11.452629,8.295819
159,BR00117010,r12c05,04,real,11.601236,0.5702504
160,BR00117026,r15c07,02,real,12.201346,6.3875093
161,BR00117026,r15c07,02,real,11.553209,10.160112
162,BR00117024,r11c13,02,real,12.780735,5.4838624
163,BR00117024,r08c04,08,real,10.48243,5.9980726
164,BR00117010,r04c22,04,real,13.240917,9.704381
165,BR00117025,r03c03,04,real,10.698184,6.7649055
166,BR00117025,r03c03,04,real,9.808611,9.070114
167,BR00117025,r03c03,04,real,10.850052,11.948125
168,BR00117025,r03c03,04,real,11.841826,7.590139
169,BR00117013,r13c04,01,real,13.517149,7.161834
170,BR00117013,r13c04,01,real,10.059852,6.8105264
171,BR00117013,r13c04,01,real,12.244007,9.382972
172,BR00117011,r06c01,07,real,11.013635,2.117029
173,BR00117011,r06c01,07,real,10.976344,6.581466
174,BR00117011,r06c01,07,real,11.83361,9.30295
175,BR00117011,r15c18,09,real,12.91922,5.0192633
176,BR00117011,r15c18,09,real,10.52229,11.497428
177,BR00117011,r15c18,09,real,10.661869,6.376468
178,BR00117011,r15c18,09,real,10.919144,8.425212
179,BR00117024,r10c23,08,real,11.027593,11.951704
180,BR00117012,r15c18,09,real,10.373976,3.1222875
181,BR00117012,r15c18,09,real,10.719953,3.6669557
182,BR00117010,r08c13,07,real,11.880695,6.149125
183,BR00117010,r08c13,07,real,14.4202385,8.332292
184,BR00117010,r08c13,07,real,13.529173,10.337996
185,BR00117012,r12c18,02,real,12.268653,1.9620669
186,BR00117025,r12c05,09,real,10.516777,11.157266
187,BR00117011,r10c14,07,real,11.830766,7.465129
188,BR00117011,r01c02,01,real,10.469168,10.826795
189,BR00117025,r03c21,09,real,11.701185,2.7915318
190,BR00117026,r15c07,04,real,13.845208,10.533264
191,BR00117011,r12c18,03,real,14.193123,7.445909
192,BR00117011,r07c04,03,real,10.807063,8.349725
193,BR00117013,r04c21,09,real,13.83952,5.8359118
194,BR00117013,r04c21,09,real,14.253209,7.44791
195,BR00117024,r09c10,06,real,11.055289,6.6279864
196,BR00117024,r09c10,06,real,10.012689,5.7297153
197,BR00117024,r09c10,06,real,11.029789,8.450247
198,BR00117024,r01c17,03,real,11.116633,1.905731
199,BR00117011,r14c07,09,real,11.353363,0.15698165
200,BR00117025,r05c07,02,real,10.940194,-0.30180892
201,BR00117025,r05c07,02,real,11.82918,5.3730555
202,BR00117013,r10c19,06,real,13.975956,6.183269
203,BR00116995,r06c09,04,real,10.966288,8.700656
204,BR00116995,r06c09,04,real,10.751318,11.172583
205,BR00117011,r09c02,03,real,12.135063,8.823234
206,BR00117011,r09c02,03,real,11.804182,4.8544197
207,BR00117011,r13c04,05,real,11.029966,4.024436
208,BR00117025,r09c09,05,real,10.718409,7.216431
209,BR00117025,r03c06,04,real,11.479374,8.407765
210,BR00117026,r13c17,04,real,10.883246,6.55077
211,BR00117026,r13c17,04,real,14.171168,7.3874145
212,BR00117010,r05c14,06,real,13.951115,8.300325
213,BR00116995,r14c08,06,real,10.764714,4.351888
214,BR00116995,r14c08,06,real,12.241044,11.303581
215,BR00117011,r16c05,08,real,10.071927,7.6440244
216,BR00117011,r16c05,08,real,10.058889,9.092651
217,BR00117011,r16c05,08,real,11.487106,7.0567765
218,BR00117011,r16c05,08,real,11.344631,11.784316
219,BR00117013,r05c14,04,real,14.189713,7.26249
220,BR00117013,r05c14,04,real,11.207953,10.175433
221,BR00117013,r04c22,06,real,13.864741,8.7834835
222,BR00117013,r04c22,06,real,9.567673,4.299798
223,BR00117013,r04c22,06,real,13.398789,10.414422
224,BR00117013,r04c22,06,real,13.897887,10.411116
225,BR00117025,r11c16,05,real,13.037601,7.97335
226,BR00117025,r11c16,05,real,11.4664135,3.1652622
227,BR00116995,r08c17,07,real,12.336316,9.476958
228,BR00117025,r13c17,07,real,12.473719,2.5223634
229,BR00117025,r13c17,07,real,12.332287,2.2044528
230,BR00117011,r14c07,05,real,11.947358,5.585753
231,BR00117025,r04c22,05,real,10.155379,11.1446295
232,BR00117025,r04c22,05,real,12.825742,5.777099
233,BR00117012,r14c07,05,real,10.456332,11.027735
234,BR00117013,r12c15,02,real,11.36126,3.657074
235,BR00117012,r12c05,01,real,11.485636,2.1156723
236,BR00117012,r12c05,01,real,10.558316,11.875967
237,BR00117013,r03c18,02,real,11.856541,5.226346
238,BR00117012,r13c17,03,real,9.830798,3.558232
239,BR00117012,r13c17,03,real,10.816632,3.3870027
240,BR00117011,r12c18,08,real,12.617347,5.159208
241,BR00117024,r06c06,02,real,9.6353,7.548917
242,BR00117024,r06c06,02,real,11.9564,4.0524445
243,BR00117024,r06c06,02,real,10.868606,2.4474556
244,BR00117024,r06c06,02,real,11.458646,0.8500514
245,BR00117011,r11c05,08,real,12.132496,10.040744
246,BR00117012,r11c05,02,real,9.404564,3.168419
247,BR00117011,r04c22,02,real,10.904493,3.9871306
248,BR00117011,r04c22,02,real,10.263574,11.221212
249,BR00117026,r13c01,05,real,11.544374,4.9916215
250,BR00117010,r14c07,08,real,12.408289,6.436675
251,BR00117010,r14c07,08,real,11.804776,1.1863419
252,BR00117010,r14c07,08,real,12.348484,2.0877934
253,BR00117010,r14c07,08,real,13.554408,8.871926
254,BR00117010,r14c07,08,real,11.815257,1.213367
255,BR00117011,r14c08,04,real,10.42511,8.3571205
256,BR00116995,r04c21,05,real,11.95414,1.5157052
257,BR00117012,r06c06,09,real,11.757683,8.2913
258,BR00117011,r13c22,02,real,12.103244,10.339689
259,BR00117011,r13c22,02,real,13.464494,5.6520176
260,BR00117026,r11c19,03,real,13.866376,7.431212
261,BR00117024,r03c03,06,real,11.577336,6.9856486
262,BR00117025,r04c21,06,real,11.161094,-0.04393723
263,BR00117025,r04c21,06,real,10.812722,6.6825547
264,BR00117026,r12c02,03,real,10.430642,6.088147
265,BR00117013,r10c19,08,real,10.98664,9.810484
266,BR00117013,r10c19,08,real,10.940397,3.6225867
267,BR00117013,r10c19,08,real,14.420359,9.361904
268,BR00117024,r13c22,06,real,12.853029,6.3418565
269,BR00117012,r01c02,06,real,9.055843,3.6566265
270,BR00117024,r06c03,08,real,10.81197,8.435706
271,BR00117024,r06c03,08,real,12.463518,11.463132
272,BR00117026,r08c18,02,real,12.477468,10.034125
273,BR00117026,r08c18,02,real,11.481102,0.72081697
274,BR00117026,r12c15,09,real,11.7803335,2.868961
275,BR00117025,r12c15,08,real,11.326782,0.0066274265
276,BR00117025,r12c15,08,real,11.261756,7.3589406
277,BR00117025,r12c15,08,real,12.400277,6.3628902
278,BR00117010,r15c18,02,real,14.560197,9.50997
279,BR00117011,r05c07,06,real,11.270258,-0.28223142
280,BR00117012,r12c06,02,real,13.641862,8.924513
281,BR00117012,r12c06,02,real,12.571206,6.237272
282,BR00117012,r12c06,02,real,12.335073,8.50071
283,BR00117011,r06c09,01,real,13.773193,10.5497055
284,BR00117024,r11c05,03,real,10.927271,7.8672757
285,BR00117026,r07c18,08,real,11.589946,7.3538194
286,BR00117026,r07c18,08,real,13.25271,8.069486
287,BR00117026,r07c18,08,real,11.384056,0.20458831
288,BR00117026,r09c22,07,real,11.113495,7.506254
289,BR00117012,r08c04,06,real,13.577852,8.069671
290,BR00117012,r08c04,06,real,12.1386385,5.410457
291,BR00117024,r13c22,05,real,12.18733,6.403144
292,BR00116995,r10c14,04,real,11.610253,7.980888
293,BR00116995,r10c14,04,real,11.345829,9.930248
294,BR00116995,r10c14,04,real,12.030974,5.198591
295,BR00116995,r10c14,04,real,12.08641,3.1184733
296,BR00116995,r16c10,08,real,9.967899,9.443342
297,BR00116995,r16c10,08,real,11.840402,2.0683303
298,BR00117013,r06c03,01,real,11.649262,2.0645642
299,BR00117026,r07c09,09,real,10.478095,7.6902094
300,BR00117025,r11c13,04,real,11.672209,7.976432
301,BR00117024,r03c18,02,real,10.100386,9.509981
302,BR00117024,r03c18,02,real,12.763947,8.33871
303,BR00117026,r03c03,07,real,11.382412,11.92275
304,BR00117011,r14c17,03,real,11.857039,8.407398
305,BR00117011,r14c17,03,real,12.670938,11.332976
306,BR00117011,r14c17,03,real,12.738276,8.213928
307,BR00117026,r15c18,02,real,11.3579,0.11462052
308,BR00117026,r15c18,02,real,11.0729265,2.4629831
309,BR00117026,r15c18,02,real,11.878431,10.692617
310,BR00117010,r12c18,05,real,11.475634,10.74517
311,BR00117010,r12c18,05,real,10.365655,9.972907
312,BR00117026,r16c10,03,real,9.73047,6.326415
313,BR00117026,r16c10,03,real,12.586159,7.3056192
314,BR00117010,r07c18,05,real,13.505329,6.1585364
315,BR00117011,r04c15,04,real,11.528505,11.937601
316,BR00117011,r04c15,04,real,12.764884,5.4908113
317,BR00117011,r08c13,08,real,10.880848,7.8192787
318,BR00117011,r08c13,08,real,13.447113,8.82846
319,BR00117026,r04c14,02,real,13.202831,9.545421
320,BR00116995,r03c15,02,real,11.479708,0.80746686
321,BR00116995,r03c15,02,real,11.680315,5.057262
322,BR00116995,r03c15,02,real,12.999839,4.8837
323,BR00116995,r03c15,02,real,11.171371,-0.15701038
324,BR00117024,r12c05,01,real,12.976407,9.270178
325,BR00116995,r06c09,08,real,13.041358,9.331582
326,BR00116995,r06c09,08,real,9.584214,7.069441
327,BR00117011,r16c05,05,real,10.215198,11.232789
328,BR00117011,r16c05,05,real,12.910395,8.35279
329,BR00117025,r12c02,06,real,9.971884,7.2012625
330,BR00117025,r12c02,06,real,10.991924,6.6772833
331,BR00117013,r07c18,08,real,11.397346,10.940394
332,BR00117013,r07c18,08,real,10.7341,6.1288695
333,BR00117013,r09c22,05,real,13.561467,6.228038
334,BR00117010,r03c06,02,real,12.405959,5.5018063
335,BR00117025,r13c04,04,real,11.288246,2.8677948
336,BR00117026,r06c09,07,real,10.105419,5.921958
337,BR00117010,r08c04,01,real,12.335578,5.567586
338,BR00117026,r05c24,09,real,10.011904,7.286336
339,BR00116995,r12c05,02,real,10.496644,10.726778
340,BR00117012,r10c19,06,real,9.753421,3.9956183
341,BR00117012,r10c19,06,real,13.917216,9.389001
342,BR00117012,r10c19,06,real,10.72181,2.2829604
343,BR00117025,r14c08,07,real,11.66412,8.03977
344,BR00117024,r06c01,03,real,9.899104,9.644122
345,BR00117024,r06c01,03,real,9.76991,7.4382577
346,BR00117024,r08c13,02,real,11.626822,7.568555
347,BR00117024,r14c17,08,real,10.010613,5.758109
348,BR00117010,r05c17,01,real,10.917681,3.2261262
349,BR00116995,r08c13,05,real,12.760204,11.307919
350,BR00116995,r08c13,05,real,12.500425,5.5644503
351,BR00116995,r08c13,05,real,12.458396,8.810452
352,BR00117026,r09c02,07,real,11.515699,5.308746
353,BR00117025,r09c09,06,real,9.423918,8.441018
354,BR00117025,r09c09,06,real,11.55469,2.0034838
355,BR00117025,r09c09,06,real,13.483991,7.246501
356,BR00116995,r08c10,09,real,13.571178,6.831641
357,BR00116995,r08c10,09,real,14.47372,9.688867
358,BR00116995,r08c10,09,real,12.650673,4.23189
359,BR00117013,r08c13,06,real,12.484995,6.323357
360,BR00117013,r08c13,06,real,12.1807165,10.564647
361,BR00117025,r06c09,09,real,13.501338,5.723132
362,BR00117010,r03c06,09,real,9.822305,4.2406297
363,BR00117025,r11c16,04,real,11.416439,10.926989
364,BR00117024,r11c05,04,real,10.433264,8.794034
365,BR00117025,r07c10,04,real,10.501406,7.7712746
366,BR00117012,r05c14,03,real,10.193417,4.2176056
367,BR00117012,r05c14,03,real,14.064098,6.3344064
368,BR00117026,r04c15,01,real,11.422595,11.892019
369,BR00117024,r02c14,01,real,10.660865,6.6124544
370,BR00117024,r03c03,08,real,10.993874,-0.41688174
371,BR00117024,r03c03,08,real,13.032332,9.740915
372,BR00117024,r12c06,02,real,11.55883,0.49255434
373,BR00117024,r12c06,02,real,11.83954,1.7250777
374,BR00117024,r12c15,03,real,11.102945,7.1628647
375,BR00117024,r08c13,09,real,14.1922,9.973703
376,BR00117024,r08c13,09,real,13.497622,7.0038695
377,BR00117010,r05c07,08,real,12.537294,8.657077
378,BR00117012,r13c01,09,real,9.687886,2.9573846
379,BR00117012,r13c01,09,real,9.639432,3.0132475
380,BR00117012,r13c01,09,real,9.079351,3.6773963
381,BR00117012,r13c01,09,real,9.111975,3.657566
382,BR00117011,r11c16,01,real,10.47209,9.871286
383,BR00117011,r11c16,01,real,13.700436,8.949622
384,BR00117012,r08c04,08,real,11.494265,1.236054
385,BR00117012,r08c04,08,real,11.476639,0.09752793
386,BR00117012,r08c04,08,real,11.342353,0.58340734
387,BR00117012,r08c04,08,real,10.460438,6.7385955
388,BR00117025,r01c09,03,real,11.938715,4.426131
389,BR00117013,r16c10,09,real,14.0473995,6.2856407
390,BR00117013,r16c10,09,real,12.642737,9.497849
391,BR00117026,r04c22,02,real,11.656881,7.2353244
392,BR00117025,r14c08,04,real,10.120067,10.391354
393,BR00117025,r14c08,04,real,10.805255,3.2175288
394,BR00117025,r14c08,04,real,10.825015,11.900155
395,BR00117025,r14c08,04,real,10.501309,11.903543
396,BR00117010,r06c03,01,real,13.262822,4.943072
397,BR00117011,r03c06,01,real,10.85545,2.5311098
398,BR00117011,r03c06,01,real,10.710818,7.3556976
399,BR00117011,r03c06,01,real,11.035624,11.670568
400,BR00117011,r02c03,09,real,9.982083,6.6726336
401,BR00117011,r02c03,09,real,9.644562,8.856278
402,BR00117010,r16c05,06,real,9.656616,8.760057
403,BR00117010,r16c05,06,real,10.360453,11.813756
404,BR00117026,r08c10,02,real,13.324296,9.649295
405,BR00117026,r08c10,02,real,11.191389,1.7825195
406,BR00117026,r08c10,02,real,12.584985,7.267269
407,BR00117026,r08c10,02,real,11.757235,5.780665
408,BR00117010,r09c09,06,real,13.219757,10.254585
409,BR00117024,r01c09,08,real,10.574635,11.276675
410,BR00117013,r10c19,05,real,10.224006,9.724316
411,BR00117013,r10c19,05,real,13.824912,10.400193
412,BR00117024,r04c21,08,real,10.582233,6.785784
413,BR00117024,r04c21,08,real,10.81449,11.221216
414,BR00117025,r08c10,03,real,12.453267,3.6148016
415,BR00117025,r08c10,03,real,9.649807,7.4847326
416,BR00117012,r09c10,04,real,10.559491,3.9714274
417,BR00117026,r12c06,01,real,11.525626,10.282114
418,BR00117025,r11c05,05,real,11.103687,4.025595
419,BR00117011,r08c10,04,real,10.721925,8.261688
420,BR00117011,r08c10,04,real,12.672147,7.7143183
421,BR00116995,r04c15,06,real,10.802002,10.976344
422,BR00116995,r04c15,06,real,11.60697,11.160781
423,BR00117010,r01c02,08,real,13.668451,7.4887137
424,BR00117010,r08c10,01,real,10.128004,11.084262
425,BR00117025,r03c03,06,real,10.271147,10.368516
426,BR00117026,r12c18,01,real,12.783285,11.379846
427,BR00117026,r12c18,01,real,11.595729,2.262625
428,BR00117012,r12c06,01,real,13.344756,8.311326
429,BR00117026,r03c18,06,real,11.012016,3.4332438
430,BR00117026,r03c18,06,real,13.053187,9.664736
431,BR00117012,r04c15,04,real,14.147268,9.1004095
432,BR00116995,r06c06,05,real,12.103863,6.9370184
433,BR00116995,r06c06,05,real,10.702978,4.62767
434,BR00116995,r06c06,05,real,11.711817,6.2591314
435,BR00117024,r03c21,03,real,12.109615,10.605069
436,BR00117024,r03c21,03,real,10.476671,10.677195
437,BR00117024,r03c21,03,real,11.492471,0.14512746
438,BR00117025,r03c18,04,real,14.368964,9.625782
439,BR00117025,r03c18,04,real,13.331345,8.992416
440,BR00117025,r03c18,04,real,10.347149,7.468943
441,BR00117025,r03c18,04,real,11.269728,6.5104194
442,BR00117011,r11c05,01,real,10.841047,10.867287
443,BR00117011,r11c05,01,real,11.802495,2.5124834
444,BR00117026,r03c12,09,real,11.846304,8.481101
445,BR00117026,r03c12,09,real,11.599877,5.1536894
446,BR00117026,r03c12,09,real,14.500224,9.505967
447,BR00117013,r01c09,06,real,9.535644,7.9971547
448,BR00117024,r01c02,01,real,11.772645,5.8902173
449,BR00117024,r01c02,01,real,11.259897,-0.3803714
450,BR00117011,r04c21,08,real,11.033105,9.340793
451,BR00117012,r11c19,09,real,9.997968,3.9373603
452,BR00117012,r11c19,09,real,10.648211,3.8186812
453,BR00117010,r10c23,05,real,14.379446,8.069604
454,BR00117010,r10c23,05,real,12.36514,8.709225
455,BR00117010,r04c14,03,real,10.083708,9.520241
456,BR00117010,r06c01,03,real,10.314256,9.908788
457,BR00117024,r08c04,04,real,11.243766,6.691602
458,BR00117024,r05c24,03,real,10.053442,11.082748
459,BR00117024,r05c24,03,real,10.033388,10.952989
460,BR00117010,r10c23,09,real,13.001549,8.502525
461,BR00117010,r12c18,03,real,13.6185465,7.095646
462,BR00117025,r06c03,06,real,11.026314,7.4344783
463,BR00117025,r06c03,06,real,11.380498,11.83629
464,BR00117011,r11c06,04,real,13.236744,7.925127
465,BR00117011,r11c06,04,real,12.917219,10.813074
466,BR00116995,r08c17,09,real,12.410296,3.58003
467,BR00116995,r08c17,09,real,10.559099,7.443124
468,BR00117026,r12c18,06,real,11.251976,7.0571775
469,BR00117013,r15c07,04,real,12.196063,10.686693
470,BR00117013,r15c07,04,real,11.220948,7.4025397
471,BR00117013,r15c07,04,real,9.81371,6.864014
472,BR00117013,r15c07,04,real,11.695341,7.240545
473,BR00117013,r15c07,04,real,11.12668,-0.29195553
474,BR00116995,r12c18,01,real,9.794548,10.168583
475,BR00116995,r12c18,01,real,9.6919365,6.6815205
476,BR00117012,r01c02,07,real,9.359694,3.2672253
477,BR00117012,r01c02,07,real,9.316679,3.3081837
478,BR00117012,r01c02,07,real,9.566692,3.2156262
479,BR00117010,r14c17,09,real,11.971283,1.3698584
480,BR00117010,r14c17,09,real,12.586495,4.157804
481,BR00117010,r03c03,08,real,14.51645,8.811982
482,BR00117010,r03c03,08,real,13.350173,10.492721
483,BR00117010,r03c06,07,real,14.357992,8.677755
484,BR00117010,r03c06,07,real,12.990797,9.61107
485,BR00117010,r03c06,07,real,14.088039,8.022167
486,BR00117013,r11c16,09,real,12.224358,11.214866
487,BR00117024,r06c03,07,real,12.524856,7.8471923
488,BR00117011,r11c05,09,real,12.619897,4.2015495
489,BR00117011,r11c05,09,real,13.669239,9.979215
490,BR00117013,r11c13,04,real,11.143707,0.36691737
491,BR00117013,r11c13,04,real,13.802749,10.514864
492,BR00117011,r08c18,03,real,11.048567,10.965753
493,BR00117010,r07c10,02,real,12.459462,2.5308888
494,BR00117010,r07c10,02,real,13.019302,3.5715919
495,BR00117010,r07c10,02,real,13.195027,7.0241117
496,BR00116995,r16c10,05,real,11.004078,2.5353854
497,BR00116995,r16c10,05,real,11.222367,-0.40862823
498,BR00117025,r03c18,09,real,11.95487,4.169205
499,BR00117011,r09c02,09,real,11.20093,-0.29178822
500,BR00117011,r09c02,09,real,12.581962,4.231241
501,BR00117013,r10c14,04,real,10.747317,11.029252
502,BR00117025,r03c15,03,real,10.279729,5.1671796
503,BR00117025,r03c15,03,real,9.533508,7.669695
504,BR00117012,r09c21,09,real,10.689675,3.726292
505,BR00117012,r12c06,07,real,12.884976,8.510526
506,BR00117012,r12c06,07,real,10.878156,6.8406353
507,BR00117012,r12c06,07,real,12.564568,2.8878262
